plucking positions,angles of attack,spectral centroid
11.118241632179384,35.90666616302451,413.63510420011374
11.047440267191917,36.2424216681489,655.7547634286121
10.511412177785395,34.866927492326404,382.00398991991983
10.427672223269205,33.960410821526224,381.3008340462658
11.211245338786455,35.94939231432401,763.8472764509954
10.34398641877955,35.469573961557735,351.68058591739054
10.79533485897047,36.94442202845903,377.92527306337166
11.54175742369516,36.82578373096221,561.3570847719656
10.510460020964729,34.851666092906605,324.5590309708605
10.983001329851376,36.05500711476046,367.78140258800613
12.137707284381285,36.31669979407644,647.927890594573
10.689505610640452,37.855516787893436,372.2534447335814
10.820409086857246,36.501810161615865,340.049314335754
11.856953825424519,36.05930653202645,784.779772851165
10.521013737761244,36.05014444286202,342.5485765324232
10.564807614544776,35.50372153042925,324.4716695201382
12.22434697442771,36.08771394736157,686.6250765111182
10.268479331133733,37.612065361187916,356.4777541156624
10.807553250975069,36.93729711117789,342.6512589992533
11.989622441643597,34.94190177935306,766.8336232939739
10.452767172266611,35.464578549662576,367.2441570308453
10.537486672061519,34.36103387930047,336.8350535102651
11.617752987715718,35.23940064872186,764.7403375940708
10.901798707320204,36.06185478545366,374.24319820446607
10.1610114605919,33.85356773821117,355.2166513945177
10.805810441536032,35.50323753523609,801.6583160883047
10.404568969787896,35.81835967510289,378.6629888167614
9.200353376002894,33.848111300298655,365.464815709668
10.217383935815384,34.416696900391045,767.4199562261754
18.541231724583945,7.487861730332077,338.3517332377728
17.785991508599118,10.358436496821506,402.3708599825199
20.416425181904465,15.223181015721408,805.2292835588185
19.447456627419136,15.204238954409568,329.8614814715547
19.85803975234058,15.386952248178307,383.8521036014062
19.670059062450115,15.556672652926052,743.1465778652088
19.079396266857195,13.607487265375832,337.6023974024291
18.698329246131863,12.547483771796,401.29833385531134
19.684959686667497,12.588945543216369,773.7083427386256
18.944182985258415,13.229943301417428,318.45018086223814
18.83868679164967,13.195342543188898,395.0068589807269
20.203425149950156,11.97574237980387,830.8764252305857
18.774332807269587,12.591132056857749,308.96924559088274
19.02623939894132,12.599924963741634,396.20435176611255
19.857703910296543,12.462081288021876,879.6285820850998
19.07111397993645,15.627222589367852,328.6872053749931
19.20837839376174,14.739893822569181,371.8466478439301
20.993180666424045,15.628471837790455,844.3383124328183
20.0662802288064,18.0763128420876,307.3005646052294
20.869160891520707,17.54319967141155,412.31624332585824
21.78160546208575,17.46269230245196,892.848827677631
19.497557311970247,19.538064656977816,307.49991636213383
19.406230106219382,18.042965569062776,347.4758063734803
20.931160112388824,18.067475970555325,899.0792366895117
19.167955366403213,21.4741378458121,319.8069177756981
19.414980083680803,18.096725009543142,374.14959536154214
20.974444471743602,18.074747982212788,765.7144819372834
19.362512070383758,19.949568841632242,323.4261513345814
20.103798649138866,18.424946068220375,364.4841099879948
20.974444471743602,17.48510936701043,768.6995173229998
19.756430409922444,31.368638545889613,297.92621141288515
20.18959042305101,31.715805065590995,351.0356190225119
20.2282808326409,33.545504360694395,795.5694853263354
18.92432043722134,30.222074552695553,298.7307271144234
20.07143430732114,30.954494130766562,369.4848397620178
20.32884886051336,31.344724538724765,800.1472070634877
19.971457553113453,32.937034822619296,307.86223479750095
19.78182637344071,30.51318988366426,364.3935008176236
20.629453372484925,32.20007863836467,852.212025207697
19.582209205906743,32.09206942369043,304.9686853018775
19.82780332011371,31.491395916516254,354.1603976222941
20.39463637614911,34.606444084549075,703.125638533541
18.982643213775333,32.0833339280373,301.54079404361005
19.265260091161124,33.337067540427775,343.95449412083786
20.28554965663448,33.24890187933927,750.8990079796597
20.125972500518202,32.53089828638976,304.3735282426413
21.257417545733738,32.555885338084096,357.7066849430823
21.93039110154288,32.670631527405554,831.2099725031765
20.56201734908585,31.929320052372024,306.4359980642964
21.39074273412271,32.54327140299407,353.02468467628523
22.73051421835863,35.37286999719174,827.30849966141
19.54048063051968,33.06974158491837,308.5159606351294
22.32304346682993,34.14333948281713,347.89411549880987
21.877735949628544,32.12169313726724,839.2285953502483
20.975868567974103,32.27698876953157,302.9404801231527
21.813926061694126,31.878743605927014,337.97845358242586
22.823130737312958,34.16085612196917,764.6681282188102
21.71287451232908,33.42868151896486,295.62363303272315
20.385608960033643,32.295842327174036,319.86099552873884
22.69535615646477,32.32759197855087,789.4151449436202
18.67969291093317,44.81040475051638,289.485567867552
18.649280773838832,42.38010057113788,337.18344626873534
19.97539121934009,47.637011952149855,525.5969639141497
18.430771266234963,39.769893094918594,290.5314290971625
18.493086182312567,42.04442349894627,537.2678104935417
19.835041062882027,45.2320823045064,750.8829539041468
19.23798786351427,37.44659130691853,303.6591729118367
18.436493461993344,36.21708505645033,356.94847709189827
19.59751008150372,40.61674916669182,700.0504002394508
21.535138329701184,36.66372864537392,293.1664606230781
18.24780880027196,37.71341984501312,361.66261411344334
19.87236318260146,43.34722036268926,568.6440879632437
18.025357301316262,35.261895459819186,288.7255987633805
18.13838062729817,37.76016260337797,342.35863400823325
19.17471500426406,41.69732782384691,633.6098447924772
18.900388321587798,37.00279570733502,289.6675103978626
17.85735608052081,36.76489328431481,323.629053899169
18.81072085857126,41.56203547597522,708.8947158461374
17.896744434885086,41.23218950545803,287.20885232752636
17.60818352211958,38.32115625502104,303.79862550905233
18.62651682221555,41.08060362694432,689.4080088483478
17.98073002257029,41.069072130783724,297.3873217597255
18.362678683559267,41.351767528454914,336.55672220918666
19.14030939925908,45.0665649186584,727.8085107600705
17.96879002979456,40.84479766820046,297.2808791321567
18.414373636508756,43.71244788786543,340.74267441593645
19.09454603501179,47.002370982472804,655.0233350348856
17.899415138185155,41.49097341138343,285.8333644885073
18.28649905225135,43.002572964513575,330.8754495166533
18.958702240180635,45.30398964261264,629.854037397342
25.216452798779216,12.935527622026326,288.43459220792437
25.3893857708249,11.403167394261166,421.835539369834
25.924839182936466,14.986337955053955,719.0301762151992
25.823764572463794,16.510715577083637,286.6168368774064
25.687620190187175,15.030730708657122,349.43070880262513
25.980524196676008,15.246234947874592,801.8876833181859
26.06271590127203,19.901859645457314,289.5354287655214
26.133374852265717,17.99442007657426,392.8652821019134
26.429367095774282,17.807941190337857,865.8449170965614
25.66753243076836,16.514726405614066,273.1912020564473
26.09387475558993,17.47097813042,388.9623104749226
26.310311177036276,16.00124217088073,689.5385722625584
26.489170142384573,9.610453424765836,272.8739562387355
26.920103453611667,10.203586167799807,397.0879111288927
26.867594148993234,7.943701460167785,733.3331055245876
26.752400536432724,11.708802027657907,289.46140389957117
27.59620473072298,10.475135401534695,396.32668833262073
27.8372834900453,9.877039427308532,764.9291947581132
27.676600293999726,12.828534440197942,278.82941128315144
28.362364794784405,12.070847308120518,398.1738963600052
28.040946144594407,12.20953524480675,835.8311430922956
28.379616254414344,11.35330550094571,278.95966956938213
28.64443742685713,10.630406520770915,364.0467672849704
30.180830933772107,12.265945340970484,726.996963846089
29.03966446974237,15.665603538149513,267.79790426444987
29.121940198449593,15.445278710841668,359.12085195164974
31.535220704300528,17.292888976836267,823.8891199483677
30.125122069872617,16.30334911244123,272.1562130596667
28.963179269290535,15.727176551092521,345.12763086829034
29.260155781905333,18.2631110962408,796.6804551713414
28.86296674104006,39.56046790321052,249.5695448853604
26.602375435147493,36.22948500179975,319.6323871351874
27.7636501327948,41.95095716835648,510.9867939193217
28.01524981223848,40.51400314253917,267.4790004300541
28.1092924457096,45.27042958094936,299.16702983283034
28.371451005137722,46.58123673864824,681.0717227257369
28.138586580165473,40.612336049077186,254.61251277540748
27.44975671826311,42.81072779371919,302.6950452887374
27.851682581923498,45.61453420978837,649.7172895415229
27.946593392138084,40.82297694268027,237.63437237643626
27.47909909583432,45.3915106723016,311.38615956108424
28.396072687822077,47.72988617044537,611.1195638261156
27.69036042293741,42.35698625760161,238.14792168300627
27.045841626154207,45.4911851915828,310.22484183963377
28.332803098416214,50.20240104898196,658.5145344292522
27.58972983746761,45.358635980834414,231.8717551374373
27.49139140046023,49.05168383782845,320.8565818315794
28.673213916712896,51.264904965829736,659.7845549577189
27.367564110019188,44.1672866603132,242.83606690057485
26.87144177281705,47.501946027666726,301.145301692367
28.384703225688,49.09444918001485,709.1689526357527
27.256253791006827,44.06368860853771,250.52885656637346
27.037271920129015,46.51825162037318,323.7596168886778
28.274691786578195,49.97709609326605,532.8257499815437
27.06670795912047,44.14545842774914,264.9979431596366
27.138460418297328,47.796655063461415,302.27015004255355
27.86718613711694,46.51825162037318,602.5447865837879
27.011222887712975,42.930429479578386,253.34610586768667
26.9678392509063,46.48461029008853,302.26075900339265
28.097560975609753,48.29796363684967,566.1175294577982
27.627479073976325,51.54519927918382,243.75032103932236
27.739528771096346,53.25290751355938,306.8141178385569
29.77815750202204,57.4361629163806,632.4274223567637
28.183166500905692,49.02211792540594,254.30030794406474
28.01743533907934,49.95405900798923,319.7073782720019
30.881970313158583,54.92539214992622,692.7676633203886
28.59271064249218,46.31393211085097,248.98760783931246
29.41026419678105,48.964654722856125,323.5554387730031
30.960222722245547,52.504328314252604,645.5057985429908
27.243028152667712,50.97300926937366,234.66063800780435
28.690952826406516,54.27009928898619,335.8384231504681
30.52649403150147,55.22210297806783,551.6649704812768
28.2855539222237,48.64610018833398,256.5220903662713
28.64560680861375,49.0166981712625,305.9833395424466
31.716381206504884,54.25259233609408,629.5064117973376
28.931613445192376,47.990344975165385,241.53302475621643
27.170706647477814,48.55069083080485,314.15959431263065
31.215624167644485,56.20340752439731,502.0850749728726
28.967007774962248,50.372501981476695,242.28226385420518
28.97946501627444,55.025140433925166,363.83841145778035
31.38620176387895,56.64278125262922,749.3099278834583
28.831122900088417,47.39684495244806,244.96047365278113
28.569298811587828,50.273300918515496,318.6700501712201
28.91668558287345,54.219268250801065,429.54189607267574
27.08173889975793,49.01217115496777,243.77599177511948
28.457633736821556,53.56754268983267,323.24037657479863
30.64517644847517,62.12950578787121,512.3441862759565
27.165414622734346,49.96974072811031,229.2068839373881
26.536724147511535,53.612664915346144,348.10052437714523
30.293522434476905,55.441959434895644,461.4293722125112
28.906574966997468,45.87861738596948,237.0107110035235
26.99812382739212,49.03819210960888,327.1225095590871
30.189439017462625,55.21850416627436,500.99089657712625
30.88720572614742,108.56427781368942,470.3114547310858
